Report generated on: 03-02-2022 20:09:03
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"","GDP at purchasing power parities (Billion 2015$ PPP)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.4701-34-SOM-BDOLPPP.A","        Somalia","NA","NA","NA","NA","NA","NA","NA","NA","8.87559","8.85998","8.71824","8.63104","7.59531","7.59531","6.00033","6.00033","6.23433","6.06586","6.21728","6.41624","6.60872","6.80699","7.04523","7.29181","7.51057","7.73589","7.92155","8.12751","8.33882","8.55563","8.77808","9.00631","9.11364","9.28298","9.50242","9.83157","10.1154","10.2561","10.5423","10.8476","10.8023"
"INTL.4701-34-ZAF-BDOLPPP.A","        South Africa","350.1582","368.9294","367.5148","360.7285","379.1226","374.5295","374.5963","382.4656","398.5293","408.073","406.776","402.635","394.0303","397.4599","410.177","422.893","441.078","452.547","454.809","465.725","485.285","498.387","516.83","532.072","556.305","585.661","618.481","651.635","672.429","662.087","682.211","703.829","720.693","738.606","749.048","758.949","763.993","772.84","784.337","785.223","734.718"
"INTL.4701-34-KOR-BDOLPPP.A","        South Korea","203.9762","218.7568","236.9968","268.6981","297.0501","320.3354","356.6206","401.9959","450.185","482.028","529.639","586.725","623.094","665.947","727.67","797.633","860.572","913.673","866.808","966.203","1053.75","1104.882","1190.236","1227.696","1291.505","1347.15","1418.069","1500.309","1545.514","1557.765","1663.769","1725.089","1766.534","1822.44","1880.804","1933.636","1990.619","2053.515","2113.219","2160.64","2142.231"
"INTL.4701-34-SSD-BDOLPPP.A","        South Sudan","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","16.1748","20.9178","21.5287","21.4911","18.5955","17.5232","17.1853","17.3349","16.1926"
"INTL.4701-34-ESP-BDOLPPP.A","        Spain","746.067","745.068","754.359","767.708","781.407","799.55","825.562","871.369","915.747","959.945","996.274","1021.612","1031.119","1020.489","1044.793","1077.557","1106.254","1147.199","1197.543","1251.332","1317.001","1368.845","1406.179","1448.134","1493.289","1547.89","1611.41","1669.458","1684.293","1620.813","1623.529","1610.315","1562.688","1540.229","1561.509","1621.422","1670.513","1720.248","1759.649","1796.293","1601.885"
"INTL.4701-34-LKA-BDOLPPP.A","        Sri Lanka","NA","NA","NA","NA","NA","NA","NA","NA","56.2109","57.2312","60.9958","67.4945","65.3128","70.219","75.9268","80.5508","90.3564","99.7712","97.8806","100.789","109.211","107.079","111.175","117.851","124.189","131.998","141.952","151.629","160.76","166.404","179.747","194.854","212.673","219.895","230.803","242.361","253.235","262.296","270.878","276.987","267.101"
"INTL.4701-34-SDN-BDOLPPP.A","        Sudan","NA","NA","NA","NA","NA","NA","NA","NA","41.7895","45.5219","43.0318","46.2639","49.3071","51.5598","52.0786","55.2018","58.4693","64.6476","67.4329","69.5261","73.9381","78.7443","83.8055","90.2875","93.7936","100.819","110.965","123.75","133.406","137.73","142.509","142.485","143.465","153.216","164.007","170.584","176.682","184.94","190.151","187.629","184.698"
"INTL.4701-34-SUR-BDOLPPP.A","        Suriname","NA","NA","NA","NA","NA","NA","NA","NA","4.71014","4.92329","4.73022","4.86","4.87827","4.55132","4.70561","4.70601","4.75483","5.02773","5.1449","5.07268","5.17742","5.39421","5.54402","5.89235","6.36368","6.61336","6.99457","7.3521","7.65673","7.88748","8.29499","8.78","9.01679","9.28107","9.30464","8.987","8.54559","8.67942","9.1089","9.20889","7.74412"
"INTL.4701-34-SWE-BDOLPPP.A","        Sweden","223.4587","225.0356","227.8403","232.4601","242.8482","248.7237","256.329","264.6495","270.499","277.8164","280.1663","277.4752","274.7917","269.5512","279.7934","291.3829","296.0203","305.6521","318.5749","331.3774","347.6517","353.1155","360.942","369.7229","383.9851","394.9386","414.24","428.972","426.383","408.275","431.482","445.508","444.212","449.335","461.704","481.327","490.239","503.994","514.223","524.62","508.398"
"INTL.4701-34-CHE-BDOLPPP.A","        Switzerland","294.8215","299.5639","295.255","296.9279","306.4688","318.0084","323.7132","328.7473","339.1597","354.3084","367.3985","364.297","363.4862","362.7809","367.411","369.5069","371.5773","379.8758","391.3952","397.9704","414.179","420.985","421.115","420.784","431.852","444.168","462.572","481.355","494.12","483.975","499.464","509.044","515.852","525.408","538.138","546.934","557.802","567.034","583.707","590.958","576.176"
"INTL.4701-34-SYR-BDOLPPP.A","        Syria","NA","NA","NA","NA","NA","NA","NA","NA","46.4797","38.5678","40.337","43.5241","49.3869","51.9447","55.6915","59.6046","65.4612","68.7499","73.4148","70.8059","71.2842","73.9883","79.8027","80.2742","85.8153","91.149","95.7484","101.182","105.711","111.962","115.813","121.131","89.2261","65.7595","56.0973","52.6568","50.5612","49.8028","51.1475","53.6025","49.8281"
"INTL.4701-34-TWN-BDOLPPP.A","        Taiwan","150.4669","161.1501","168.9016","184.1421","202.6464","212.3882","236.8384","267.0372","288.4638","313.6234","331.0015","358.7122","388.5223","414.9956","446.132","475.124","504.471","534.999","557.495","595.025","632.598","623.73","657.919","685.715","733.383","772.864","817.463","873.462","880.443","866.242","954.993","990.079","1012.073","1037.21","1086.159","1102.079","1125.939","1163.225","1195.64","1232.274","1273.667"
"INTL.4701-34-TJK-BDOLPPP.A","        Tajikistan","--","--","--","--","--","--","--","--","--","--","--","--","15.0763","12.6038","9.91918","8.6892","7.2327","7.35461","7.74334","8.0296","8.69585","9.52553","10.5557","11.7291","12.9357","13.8047","14.715","15.8564","17.0589","17.7445","18.9045","19.3605","20.8214","22.3681","23.8636","25.288","27.0453","30.485","32.6605","35.11","36.7706"
"INTL.4701-34-TZA-BDOLPPP.A","        Tanzania","NA","NA","NA","NA","NA","NA","NA","NA","30.90012","32.06333","34.32223","35.03338","35.23808","35.66298","36.22206","37.51515","39.21997","40.6025","42.1083","44.1564","46.1526","48.9545","52.4269","55.9253","60.1218","64.6166","68.8376","73.4968","77.6762","81.76909","87.133","94.52449","97.0526","103.6432","110.6249","117.4503","125.5784","133.9731","143.2946","153.3535","160.6984"
"INTL.4701-34-THA-BDOLPPP.A","        Thailand","183.3096","194.1344","204.5276","215.9494","228.3643","238.9856","252.2363","276.265","312.955","351.0992","390.2822","423.688","457.94","495.735","535.379","578.854","611.571","594.731","549.328","574.445","600.037","620.705","658.872","706.24","750.657","782.093","820.946","865.566","880.502","874.422","940.12","948.018","1016.681","1044.006","1054.283","1087.325","1124.676","1171.662","1220.748","1248.417","1172.275"
"INTL.4701-34-BHS-BDOLPPP.A","        The Bahamas","NA","NA","NA","NA","NA","NA","NA","NA","8.77591","9.3663","9.21678","8.83136","8.49351","8.51965","8.78793","9.17273","9.56015","10.2175","9.75732","10.9475","11.4017","11.701","12.0175","11.8655","11.9703","12.3767","12.6882","12.8718","12.5727","12.0477","12.233","12.3081","12.688","12.3481","12.4782","12.507","12.6876","13.0829","13.4788","13.643","11.4222"
"INTL.4701-34-TLS-BDOLPPP.A","        Timor-Leste","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","1.93073","1.93846","1.99698","1.91491","2.11076","2.35011","2.58484","2.82935","2.99364","3.17376","3.2412","3.38545","3.484","3.60123","3.45345","3.41706","4.05685","3.77754"
"INTL.4701-34-TGO-BDOLPPP.A","        Togo","NA","NA","NA","NA","NA","NA","NA","NA","6.37885","6.63783","6.62165","6.57531","6.31356","5.36048","6.16361","6.64719","7.23455","8.27469","8.08438","8.28502","8.2201","8.28779","8.60494","9.1832","9.09333","8.66901","8.89875","8.79417","9.15142","9.65822","10.2473","10.9029","11.6164","12.3264","13.0562","13.806","14.5735","15.2071","15.9638","16.8355","17.1323"
"INTL.4701-34-TON-BDOLPPP.A","        Tonga","NA","NA","NA","NA","NA","NA","NA","NA","0.368471","0.369908","0.362347","0.385591","0.386563","0.401013","0.420873","0.433054","0.433444","0.430689","0.440621","0.450737","0.467711","0.47454","0.495872","0.496149","0.486796","0.48477","0.474135","0.462282","0.484241","0.459065","0.462754","0.494306","0.498374","0.499931","0.510023","0.516","0.549906","0.568176","0.569893","0.574064","0.557226"
"INTL.4701-34-TTO-BDOLPPP.A","        Trinidad and Tobago","NA","NA","NA","NA","NA","NA","NA","NA","13.0355","12.9281","13.1225","13.4747","13.2526","13.0607","13.5259","14.0611","15.0514","16.2092","17.5313","18.9301","20.2368","21.0814","22.7532","26.0391","28.1092","29.8547","33.8894","35.4046","36.6054","34.9978","36.1607","36.0545","36.5208","37.3349","36.9941","37.543","35.4399","34.3813","34.404","33.9752","31.3383"
"INTL.4701-34-TUN-BDOLPPP.A","        Tunisia","NA","NA","NA","NA","NA","NA","NA","NA","39.4994","40.1893","43.3843","45.0782","48.5969","49.6611","51.2395","52.4445","56.1922","59.2496","62.084","65.843","69.5004","72.1388","73.0929","76.5301","81.3023","84.137","88.5492","94.4904","98.4947","101.492","104.948","102.796","107.16","109.624","113.032","114.133","115.421","117.977","120.919","122.68","111.194"
"INTL.4701-34-TUR-BDOLPPP.A","        Turkey","416.0833","436.2853","451.829","474.2806","506.1135","527.58","564.592","618.141","632.485","634.321","693.099","698.09","733.243","789.346","752.498","811.783","871.689","937.742","937.726","907.127","970.018","914.243","973.191","1029.278","1130.106","1231.728","1317.308","1383.746","1395.024","1327.74","1439.631","1600.871","1677.529","1819.881","1909.777","2025.977","2093.303","2250.342","2317.399","2338.015","2379.948"
"INTL.4701-34-TKM-BDOLPPP.A","        Turkmenistan","--","--","--","--","--","--","--","--","--","--","--","--","26.737","27.138","22.4432","20.8273","22.2227","19.6893","21.0873","24.5667","25.9102","27.0357","27.1052","27.9918","29.391","33.2236","36.8673","40.9438","46.9819","49.8633","54.4306","62.4427","69.3432","76.3904","84.2939","89.733","95.2965","101.462","107.705","110.936","104.654"
"INTL.4701-34-TCA-BDOLPPP.A","        Turks and Caicos Islands","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"INTL.4701-34-TUV-BDOLPPP.A","        Tuvalu","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"INTL.4701-34-USIQ-BDOLPPP.A","        U.S. Pacific Islands","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"INTL.4701-34-USOH-BDOLPPP.A","        U.S. Territories","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"INTL.4701-34-VIR-BDOLPPP.A","        U.S. Virgin Islands","NA","NA","NA","NA","NA","NA","NA","NA","1.27246","1.26586","1.2593","1.25278","1.24521","1.3797","1.25309","1.21931","1.23153","1.16419","1.22283","1.2046","1.40622","1.45109","2.41893","2.34195","2.35801","2.36464","2.45908","2.56571","2.58988","2.41787","2.43973","2.24069","1.90415","1.7937","1.77644","1.77989","1.79715","1.78618","1.81315","1.883","1.48694"
"INTL.4701-34-UGA-BDOLPPP.A","        Uganda","NA","NA","NA","NA","NA","NA","NA","NA","14.25739","15.16444","16.1462","17.04298","17.62557","19.09312","20.31577","22.65682","24.71227","25.97259","27.24661","29.44104","30.36605","31.94012","34.72935","36.97748","39.49466","41.9957","46.5247","50.4387","55.845","60.267","64.7736","69.7772","71.3518","74.1556","78.5002","84.7661","84.8912","90.6264","95.6597","103.1059","101.378"
"INTL.4701-34-UKR-BDOLPPP.A","        Ukraine","--","--","--","--","--","--","--","--","--","--","--","--","613.297","526.209","405.707","356.211","320.59","310.972","305.064","304.454","322.416","350.789","369.203","404.336","453.296","466.883","501.619","539.709","552.145","470.656","488.703","515.413","516.643","516.505","482.66","435.49","446.12","456.649","472.578","487.698","467.987"
"INTL.4701-34-ARE-BDOLPPP.A","        United Arab Emirates","195.733","201.377","184.625","179.814","187.833","183.2","144.35","149.518","149.161","171.972","202.09","203.694","209.217","213.82","228.566","243.852","257.991","279.122","279.937","288.061","319.324","323.791","331.671","360.859","395.381","414.577","455.36","469.861","484.858","459.437","466.951","499.304","521.692","548.053","572.223","601.179","619.12","633.815","641.408","663.292","622.55"
"INTL.4701-34-GBR-BDOLPPP.A","        United Kingdom","1275.974","1267.13","1292.103","1346.347","1376.515","1433.298","1478.513","1558.289","1645.58","1685.805","1696.49","1676.363","1681.614","1721.983","1786.871","1830.538","1874.988","1967.034","2029.073","2089.745","2166.489","2211.392","2258.346","2326.771","2381.581","2443.342","2506.48","2563.365","2557.222","2448.608","2500.799","2537.248","2574.544","2623.203","2701.667","2772.521","2835.276","2895.794","2943.601","2992.817","2711.607"
"INTL.4701-34-USA-BDOLPPP.A","        United States","7080.75","7260.45","7129.56","7456.38","7995.96","8329.37","8617.77","8915.9","9288.34","9629.41","9811.07","9800.43","10145.66","10424.87","10844.82","11135.92","11556.02","12069.94","12610.85","13215.49","13754.31","13885.56","14121.05","14515.9","15075.12","15600.22","16034.36","16356.75","16376.74","15950.96","16383.04","16636.94","17016.41","17329.82","17726.25","18206.03","18509.63","18927.11","19479.58","19925.43","19247.07"
"INTL.4701-34-URY-BDOLPPP.A","        Uruguay","NA","NA","NA","NA","NA","NA","NA","NA","34.3393","34.7184","34.8216","36.0539","38.9135","39.9477","42.8564","42.236","44.5919","46.8428","48.9687","48.0201","47.079","45.275","41.7813","42.1128","44.2063","47.521","49.4812","52.7101","56.501","58.8764","63.475","66.7516","69.1194","72.3254","74.6647","74.939","76.1981","77.4384","77.8085","78.0812","73.4746"
"INTL.4701-34-UZB-BDOLPPP.A","        Uzbekistan","--","--","--","--","--","--","--","--","--","--","--","--","68.6572","67.0072","63.7258","63.1582","64.2306","67.5694","70.4753","73.5047","76.3242","79.502","82.6611","86.1599","92.5779","99.0119","106.39","116.468","126.984","137.207","147.631","158.776","169.961","182.399","194.988","209.082","221.467","231.126","243.516","257.435","261.892"
"INTL.4701-34-VUT-BDOLPPP.A","        Vanuatu","NA","NA","NA","NA","NA","NA","NA","NA","0.291444","0.301436","0.315833","0.354137","0.351559","0.36738","0.376728","0.394348","0.404448","0.414038","0.422875","0.426219","0.448429","0.439232","0.431855","0.44324","0.460913","0.485354","0.526441","0.553665","0.58938","0.608894","0.618814","0.626394","0.637386","0.649937","0.664918","0.666","0.689081","0.719528","0.740393","0.761102","0.709457"
"INTL.4701-34-VEN-BDOLPPP.A","        Venezuela","279.3891","278.3755","272.6103","266.7439","273.5561","274.0849","291.9289","302.3847","319.9874","292.565","311.488","341.7954","362.5097","363.5081","354.9675","368.9946","368.2646","381.7965","382.9192","360.0574","373.3324","386.0038","351.8209","324.5362","383.8826","423.4913","465.3","506.029","532.738","515.677","507.999","529.216","558.989","566.497","544.436","510.564","423.564","357.1842","287.0995","190.1472","123.7027"
"INTL.4701-34-VNM-BDOLPPP.A","        Vietnam","NA","NA","NA","NA","NA","NA","NA","NA","117.589","123.089","129.359","136.874","148.781","160.8","175.005","191.701","209.606","226.692","239.76","251.206","268.256","286.752","307.054","329.595","355.27","382.093","408.755","437.897","462.69","487.666","518.989","552.326","582.632","615.021","654.419","700.257","747.042","798.941","855.472","915.504","942.145"
"INTL.4701-34-WAK-BDOLPPP.A","        Wake Island","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"INTL.4701-34-ESH-BDOLPPP.A","        Western Sahara","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"INTL.4701-34-YEM-BDOLPPP.A","        Yemen","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","40.1","40.2248","42.1955","43.9121","44.8623","52.3338","63.0755","66.3749","69.5259","72.6625","78.1938","82.8333","87.0121","92.0214","96.2871","101.235","105.933","109.614","114.015","118.729","122.668","104.159","106.437","110.258","98.5626","68.543","58.5318","52.7009","51.992","53.0838","50.2106"
"INTL.4701-34-ZMB-BDOLPPP.A","        Zambia","NA","NA","NA","NA","NA","NA","NA","NA","71.2451","70.5159","70.1766","70.1514","68.937","73.6229","67.2726","69.2219","73.5265","76.33091","76.0363","79.5722","82.67341","87.0691","90.9923","97.3118","104.1551","111.6913","120.5191","130.5854","140.737","153.7134","169.5431","178.9776","192.5756","202.3145","211.7024","217.9309","226.1135","234.0865","243.5819","247.1819","239.7744"
"INTL.4701-34-ZWE-BDOLPPP.A","        Zimbabwe","NA","NA","NA","NA","NA","NA","NA","NA","16.2287","17.0752","18.2676","19.2764","17.9209","18.2991","19.3606","19.392","21.2796","21.583","21.6893","20.9091","19.2011","19.1639","18.0257","16.6807","16.0731","15.42","14.8612","14.3756","13.694","21.8464","26.1448","29.8557","34.8313","35.5243","36.3687","37.016","37.2958","39.0502","40.9362","37.6204","35.3628"
